[0.24147901 0.28775064 0.25353661 0.24683264],[0.25534172 0.59916408 0.33036638 0.40322185],[0.58185233 0.86695249 0.57820641 0.41476143],[0.69299019 1.04046238 0.64593781 0.76879489],[0.79507239 0.93765915 1.06065829 0.81375327],[0.90183792 1.12169376 0.87798722 0.93976307],[1.10559442 1.2315683  1.12349662 1.00257504],[1.22017034 1.1379096  1.25440786 1.28297983],[1.24829915 1.34942138 1.26864741 1.28255732],[1.39032381 1.39577566 1.34823188 1.32077696],[1.38533907 1.39844347 1.38235932 1.32976864],[1.36605084 1.36382922 1.33099447 1.37264332],[1.32740288 1.33579022 1.26130351 1.25666545],[1.33272781 1.31304793 1.27997719 1.24335158],[1.35051032 1.34554779 1.36525689 1.32584446],[1.42915749 1.42820125 1.4484653  1.41347182],[1.48778995 1.43151571 1.37786081 1.30972389],[1.4521948  1.44305883 1.4306991  1.11134158],[1.40339684 1.2790649  1.4378099  1.16298711],[1.26187025 1.31416548 1.43520739 1.15225754],[1.25378921 1.2688239  1.49493289 1.05004696],[1.00544663 1.2959645  0.97969155 0.99148702],[1.06878514 1.07614483 1.27072628 0.85151001],[0.98173055 0.72684969 1.0890152  0.75142728],[0.8139717  0.55684902 0.67570218 0.68076444],[0.51178601 0.3633372  0.55461156 0.65653267],[0.37733523 0.30058482 0.46572537 0.35891848],[0.34625762 0.4024699  0.51701556 0.4415239 ],[ 0.07574449 -0.15613534  1.79077469  0.31192398],[0.3772483  0.25       0.25671432 0.25674806]
[0.24133795 0.258237   0.25911593 0.24465305],[0.27470741 0.26916356 0.30774492 0.34963982],[0.29277961 0.38515435 0.38957515 0.34923509],[0.36657337 0.64312131 0.78963277 0.55848469],[0.68048242 0.75208051 0.95191476 0.54655567],[0.91684378 0.85099834 0.8594313  0.80638726],[0.91894321 1.04011232 1.1512803  1.03660996],[1.03074572 1.30622566 1.1310039  1.19660801],[1.20667643 1.29795173 1.31371656 1.28395687],[1.27200379 1.37524055 1.35520965 1.3217113 ],[1.3306599  1.30817313 1.37009549 1.35941583],[1.26557097 1.26529209 1.39896578 1.25975669],[1.30035526 1.24665773 1.31813434 1.31459307],[1.25436673 1.30411429 1.32413274 1.23238201],[1.343339   1.37348707 1.3133841  1.35114682],[1.34769706 1.30735725 1.43962634 1.32512441],[1.23382133 1.20003776 1.38412606 1.21474037],[1.24241082 1.17360987 1.21797861 1.09111208],[1.05814988 1.22703788 1.22169903 1.14597489],[1.12793116 1.0299989  1.17343782 0.92722439],[1.10539456 0.89401711 1.10292221 0.93930113],[0.97956512 0.79286065 1.096623   0.85852235],[0.90704006 0.81288129 0.84226779 0.69963047],[0.8504471  0.6532676  0.74296575 0.55967596],[0.80793132 0.55000055 0.65190143 0.57104511],[0.7440208  0.4580064  0.51731975 0.41880536],[0.59332092 0.33698537 0.31963502 0.38158842],[0.42760804 0.38503643 0.35702359 0.30679629],[-0.50381436 -1.45433847  0.63218326  0.51026958],[0.24888349 0.2475     0.24862315 0.25      ]
[0.24602459 0.25810605 0.25214047 0.24521869],[0.25078461 0.38174482 0.32014292 0.29215804],[0.37164091 0.46049632 0.38238884 0.36817738],[0.44073602 0.69053975 0.58786603 0.53034733],[0.55025703 0.75445635 0.57013599 0.45842946],[0.60363058 0.84531294 0.87074899 0.53502445],[0.85332649 1.04612469 1.02590141 0.90259851],[0.99576941 1.20327717 1.17789858 1.41220056],[1.25169646 1.42194605 1.30494993 1.27965238],[1.35775752 1.43231933 1.4658985  1.41714976],[1.43472063 1.36221497 1.34905735 1.47309604],[1.40782656 1.28511446 1.3524491  1.45779345],[1.26734809 1.28243503 1.30419    1.4296974 ],[1.27464818 1.18996214 1.34235876 1.3464096 ],[1.291308   1.32925621 1.36776714 1.38334643],[1.29522935 1.18927199 1.3314296  1.29359962],[1.23656839 0.99860925 1.12700826 1.08738313],[1.03831298 0.98365185 1.13444424 0.71375835],[0.94992145 0.87861655 1.1767135  0.86687829],[0.90093379 0.74164527 1.06081416 0.67661312],[0.72631364 0.79905812 0.75555742 0.68041882],[0.68757906 0.61150619 0.80983204 0.49320463],[0.7191435  0.52070693 0.71287163 0.55517132],[0.52013729 0.42552699 0.52670847 0.44886317],[0.4402313  0.39551133 0.66844013 0.48649373],[0.43434873 0.36356913 0.47135807 0.37915356],[0.37567714 0.28917757 0.34888889 0.33078066],[0.28439585 0.27921086 0.34799992 0.30792429],[-0.68682764 -1.8703093   0.38646143  0.26919484],[0.24778453 0.24556414 0.24954977 0.24784904]
[0.27407039 0.28219516 0.24788114 0.25675458],[0.24812454 0.44988852 0.30866169 0.27201452],[0.36424302 0.68269531 0.38493459 0.38639829],[0.47469072 0.32536028 0.761607   0.44112494],[0.58908048 0.40211843 0.48903071 0.36768837],[0.44769233 0.59122043 0.66637609 0.49402116],[0.71521252 0.80690998 0.89224424 0.74072216],[1.09268046 1.37121356 1.18206465 0.95003669],[1.34868631 1.56218935 1.29665855 1.18823636],[1.50120484 1.56643019 1.42042414 1.2286076 ],[1.51779106 1.5722078  1.45012819 1.46141032],[1.53378313 1.53411732 1.38655857 1.38402002],[1.52764198 1.49113798 1.4643959  1.48714538],[1.44194864 1.46386888 1.23717736 1.27699114],[1.4167423  1.32898035 1.40996632 1.23981018],[1.25335572 1.18241764 1.17939643 1.15558025],[0.96146165 0.93176163 1.05224529 1.10832687],[0.93437813 0.89895178 0.81326772 0.60137397],[0.75041568 0.64117944 1.09336097 0.85329955],[-0.56339943  0.54828166  0.72338786  0.58992965],[0.56227555 0.5203661  0.59101642 0.60771666],[0.54874374 0.45837826 0.52674591 0.38547619],[0.39592391 0.42355441 0.58207888 0.44216394],[0.4188263  0.41861768 0.40827264 0.43029483],[0.4019859  0.31099737 0.53122458 0.40717901],[0.35934871 0.36545318 0.34121063 0.30136323],[0.29261027 0.30004523 0.39717714 0.30556531],[0.26594884 0.24603332 0.29706957 0.26310372],[-0.74019987 -0.48852368  0.26203335  0.24861661],[0.2475     0.24956311 0.25       0.25      ]
[0.24177949 0.25938141 0.25842802 0.24979072],[0.24423508 0.30899651 0.27500184 0.26417961],[0.28901366 0.29535463 0.36212195 0.44344806],[0.41383396 0.3918099  0.46123231 0.34336059],[0.35156553 0.53875193 0.4090917  0.30857992],[0.42677037 0.68683775 0.45928344 0.38120395],[0.61314844 0.89440623 0.71330185 0.52422056],[0.89286735 0.96588636 1.39952789 1.07475858],[0.97013571 1.18502446 1.04777708 0.91259825],[1.24806006 1.26059877 1.16649401 1.15187056],[1.25966393 1.35539602 1.53189959 1.32208154],[1.5408943  1.46912988 1.38075    1.16767039],[1.32341729 1.30906745 1.54899698 1.39229095],[1.21509098 1.32987325 1.29418221 1.14485257],[1.24319939 1.193852   1.24225453 1.08627206],[1.07293442 1.02452515 1.27011699 1.05704651],[1.05484956 0.84268855 0.94568995 0.92011909],[0.92309837 0.77750387 0.74277112 0.77083688],[0.70282489 0.63926911 1.00035787 0.69294778],[0.51110657 0.62030102 0.66640037 0.62039465],[0.57001947 0.48972883 0.6540844  0.47138364],[0.470714   0.50177024 0.40237497 0.43305456],[0.51748217 0.36614606 0.4157382  0.36013469],[0.50817066 0.39064256 0.39546724 0.4086216 ],[0.3935009  0.33860813 0.50690488 0.39097631],[0.30409439 0.30739112 0.29033808 0.32888801],[0.26451835 0.27565483 0.37592023 0.28307545],[0.27658769 0.24604842 0.26689225 0.25347063],[-2.67864868 -0.57582262  0.25978274  0.24652391],[0.2475     0.2475     0.24534974 0.25      ]
[0.24666791 0.2706767  0.25406383 0.24458391],[0.2462872  0.31592711 0.25662845 0.25573536],[0.3041098  0.32316624 0.47520661 0.31679365],[0.2978598  0.31178535 0.37500545 0.30590839],[0.31883871 0.31495302 0.40275839 0.29680544],[0.33677926 0.42720812 0.40289859 0.40852775],[0.39527745 0.78448418 0.41566981 0.32622333],[0.6909506  0.75200286 1.10260046 0.72740474],[0.88504292 1.07167502 0.86557378 0.71312167],[1.0484551  1.19131013 1.06871825 1.01066851],[1.07326899 1.07047272 1.34192086 1.01558979],[1.19512699 1.05683589 0.96283189 0.66185767],[1.06558475 1.0837747  1.44434975 0.70817969],[1.28055347 1.10335976 0.88901332 0.83486844],[0.91493673 1.09525423 0.9171809  0.83398204],[1.06731429 0.93251822 1.0450644  1.0145914 ],[0.88621007 0.83576604 1.02832446 0.80559581],[0.93854683 0.7827173  0.79679579 0.71030789],[0.86645116 0.57449002 0.6853582  0.6234927 ],[0.7851581  0.54543786 0.57994317 0.5541643 ],[0.5240663  0.52740898 0.46229029 0.44736337],[0.38863154 0.31877384 0.39688174 0.53174028],[0.40726627 0.39864537 0.36792975 0.44472117],[0.38357396 0.40595468 0.49412699 0.34332917],[0.50385618 0.38091778 0.40171191 0.37805446],[0.49151456 0.29594052 0.31767001 0.28346754],[0.33852024 0.25405532 0.27305661 0.29508835],[0.26824861 0.24761376 0.2607369  0.24890139],[-0.55263545 -1.39946086  0.2660881   0.25476997],[0.2475 0.25   0.25   0.25  ]
[0.2442343  0.24827477 0.25       0.25065759],[0.247746   0.28728143 0.25972162 0.25      ],[0.27875602 0.2700186  0.49935506 0.30391816],[0.32134417 0.28369011 0.29247155 0.25590936],[0.26953189 0.33685795 0.37978229 0.2878088 ],[0.37259302 0.58497759 0.34431661 0.30081087],[0.45065443 0.51052338 0.24720126 0.32919054],[0.45766605 0.50148702 0.83031052 0.56641472],[0.62449629 0.84389263 0.73058936 0.63271246],[0.79351224 0.92537111 1.14030167 0.68967547],[1.00516458 0.80001344 0.95978534 0.75560119],[0.70755483 0.64394442 0.69527023 0.7393327 ],[0.77139641 0.75099747 0.95763    0.76829463],[0.74515529 0.79361049 0.93988935 0.67824894],[0.84590102 0.87891504 0.79282973 0.61023072],[0.87391428 0.78283176 1.12859606 1.10704362],[1.02520116 0.76910884 0.77584601 0.67099748],[0.85106626 0.6797368  0.68828286 0.55808902],[0.58047767 0.69198156 0.68362931 0.53896508],[0.64981654 0.44890103 0.5685643  0.47473505],[0.53698595 0.4151059  0.49991843 0.3968029 ],[0.57626799 0.46487183 0.46872273 0.46582045],[0.55982118 0.39552077 0.41712642 0.47108044],[0.30807749 0.37814427 0.36118058 0.41264275],[0.4368805  0.30878099 0.39221521 0.36007716],[0.35853458 0.26525846 0.33382705 0.2753725 ],[0.28218454 0.25754302 0.26059491 0.31943759],[0.25160367 0.24700815 0.25392138 0.24502644],[-2.33026269 -2.01818277  0.27582427  0.25166133],[0.2475     0.2475     0.2475     0.24754963]
[0.25517199 0.25       0.24809551 0.24785979],[0.24444447 0.2517668  0.25727581 0.24568108],[0.24374962 0.26901723 0.42779699 0.26084898],[0.24693456 0.26021303 0.28188858 0.26072837],[0.24974414 0.27396501 0.29448285 0.2743933 ],[0.26974926 0.29334597 0.28765199 0.28622579],[0.26967326 0.34414634 0.27553333 0.26492068],[0.28888395 0.38009356 0.50772844 0.40447911],[0.36112625 0.57553968 0.62865829 0.46584886],[0.55844207 0.57192056 0.98121325 0.56024074],[0.4554488  0.69631163 0.82623586 0.56270759],[0.65786762 0.75997404 0.59536631 0.58794771],[0.55802466 0.51069793 0.73808602 0.51242061],[0.6146028  0.59923188 0.60658906 0.58404782],[0.54768524 0.91373205 0.86283186 0.61523199],[1.11988344 0.66195921 0.94567853 0.62602119],[0.58493753 0.74562078 0.70936485 0.35764243],[0.54220203 0.66120751 0.58856196 0.40148433],[0.64854079 0.47032038 0.5386873  0.42113943],[0.55611101 0.45714195 0.46817486 0.4326768 ],[0.54497649 0.4455316  0.42607605 0.36173749],[0.59856844 0.44197301 0.45827367 0.46802133],[0.42487546 0.41921875 0.51916293 0.42301277],[0.51025788 0.30670239 0.32322578 0.31558075],[0.41941249 0.31552441 0.34228201 0.32209401],[0.33357973 0.27526941 0.32819386 0.26825969],[0.2866229  0.25436851 0.2939178  0.29823568],[0.28824321 0.25727439 0.27232055 0.26048057],[-0.74595273  0.2475      0.27436041  0.25165336],[0.2475 0.2475 0.25   0.25  ]
[0.24582857 0.25       0.24762222 0.25507845],[0.24056197 0.26111298 0.25956689 0.25705059],[0.24610767 0.35251039 0.30462421 0.26036504],[0.24916308 0.29135056 0.26421794 0.26919241],[0.25421254 0.24771913 0.26406016 0.24884007],[0.26117908 0.25556018 0.25800292 0.27265127],[0.24887173 0.28165311 0.25923404 0.34524991],[0.30127847 0.40168703 0.34222747 0.30581478],[0.45994117 0.53219951 0.39160446 0.37207176],[0.46788635 0.48779866 0.66245644 0.37267598],[0.69523905 0.53800681 0.5043399  0.45146634],[0.5096236  0.51778096 0.6816335  0.55936676],[0.57579314 0.55163922 0.46698375 0.43773547],[0.51932701 0.69319629 0.52342635 0.55663786],[0.59436836 0.51480932 0.77451426 0.57409915],[0.72535781 0.48376556 0.66827336 0.62654899],[0.54085505 0.46802523 0.46301609 0.39161359],[0.40140573 0.44941757 0.52981222 0.4443007 ],[0.41441159 0.34225246 0.38719855 0.51915884],[0.41071362 0.35874491 0.39312438 0.35079112],[0.30712975 0.44655349 0.35207794 0.3067446 ],[0.38423514 0.35518202 0.50692877 0.32854546],[0.46171145 0.3148351  0.31350414 0.34162235],[0.30501817 0.28284717 0.37853654 0.29750231],[0.25574174 0.27333217 0.29861669 0.30783719],[0.28278051 0.283394   0.28477255 0.2607967 ],[0.35552182 0.27245884 0.2853896  0.27025618],[0.29873717 0.26482892 0.2820093  0.30808587],[ 0.2475     -0.62653745  0.26507411  0.24832836],[0.24536    0.25       0.2478705  0.24822209]
[0.24699656 0.25       0.25       0.24808326],[0.2475     0.39049676 0.25651705 0.25      ],[0.26903489 0.29029083 0.37809523 0.29116605],[0.28261648 0.27284376 0.25592189 0.25944811],[0.2768621  0.2981835  0.24870965 0.24378743],[0.25566385 0.34098632 0.28208238 0.25610953],[0.32089345 0.43496966 0.29931399 0.26469986],[0.3011276  0.31575903 0.38584706 0.27143416],[0.29831715 0.34508769 0.43552198 0.30755503],[0.40726959 0.42595011 0.35759842 0.28763858],[0.42039002 0.51274539 0.43586142 0.30620714],[0.39169405 0.45452232 0.66168365 0.43565281],[0.49402661 0.54231112 0.46958142 0.39468602],[0.46501002 0.6624688  0.50113768 0.43344456],[0.56319015 0.66871631 0.52302861 0.40122864],[0.51709461 0.51937149 0.72019716 0.46158442],[0.6382203  0.57428809 0.4448357  0.34958149],[0.69692238 0.5452573  0.47000737 0.33633938],[0.71662617 0.37422636 0.41528872 0.3183666 ],[0.43157448 0.36434871 0.34268254 0.27852295],[0.30861719 0.31646054 0.31699429 0.27960499],[0.36079668 0.31380959 0.33518577 0.27077852],[0.36894927 0.26892562 0.30617646 0.27681201],[0.2600294  0.24765511 0.32061105 0.26456784],[0.26070757 0.26170541 0.26519866 0.25010465],[0.25696702 0.24944714 0.2944338  0.25523992],[0.2759592  0.24871829 0.27984445 0.25930106],[0.26984848 0.25548279 0.29284153 0.27855602],[ 0.27007833 -2.25686078  0.25134238  0.10697322],[0.24898077 0.24806395 0.25       0.25      ]
[ 0.2475      0.25        0.25       -0.91465636],[ 0.2430698   0.24696613 -1.35759681  0.24513453],[ 0.2512546   0.24437638 -0.64291233 -2.36218909],[ 0.28640686  0.25288159 -1.18709737 -0.45663079],[ 0.27012979  0.25622117 -0.182237   -1.35936087],[ 0.24486337  0.26431329 -0.35359754 -0.63106912],[ 0.24710391  0.25421627 -0.85128761 -2.1697474 ],[ 0.26732017  0.30286243 -0.19012587  0.24976382],[ 0.33036497  0.2977606  -1.06085949 -1.97980814],[ 0.33378755  0.29997827 -1.18735099 -1.91616267],[ 0.34665046  0.30378761 -1.87015744 -1.4430392 ],[ 0.37131731  0.47098868 -0.94744851 -3.09980715],[ 0.31359711  0.52439671 -0.05686706 -3.00904818],[ 0.40806624  0.48271407 -1.10572319 -1.04642203],[ 0.38903548  0.45238154 -1.62705952 -1.81405355],[ 0.47925391  0.3403605  -0.49502588 -4.92870597],[ 0.41912846  0.36767922  0.38769114 -0.81366804],[ 0.34758319  0.29407185 -0.76884233 -1.27836543],[ 0.28969834  0.27109938 -1.90628792 -0.44805256],[ 0.2717084   0.29728065 -0.53218311 -2.92383377],[ 0.37696026  0.25307826 -2.23869444 -3.26002969],[ 0.3019747   0.25334657 -0.4599285  -0.70887321],[ 0.27648136  0.2837741  -0.51285486  0.25024252],[ 0.40267143  0.2814617  -1.2196548  -2.77965713],[ 0.30552298  0.26842062 -0.64757266 -0.65097346],[ 0.26144087  0.27386235 -0.42046828 -1.5610284 ],[ 0.25739761  0.31905872 -0.0352993  -1.47035252],[ 0.25374502  0.18618802 -0.34671807 -0.38139293],[-3.80465157 -3.04693677 -0.57732464 -4.6617556 ],[ 0.2475  0.25    0.25   -0.7525]
[0.25 0.25 0.25 0.25],[0.2475     0.24946073 0.25       0.25      ],[0.24958861 0.25       0.2475     0.25      ],[0.2488272 0.25      0.25      0.25     ],[0.2475 0.2475 0.2475 0.2475],[0.2475     0.27173153 0.25       0.25      ],[0.248175   0.2475     0.25452504 0.2493225 ],[0.25944852 0.25       0.2487825  0.25      ],[0.2475     0.24985199 0.24808326 0.25      ],[0.24578894 0.24838508 0.24525    0.25      ],[0.25578894 0.26615582 0.25       0.25      ],[0.24743993 0.27071404 0.25       0.24958703],[0.24919043 0.24809489 0.25430801 0.24788772],[0.27718292 0.25       0.24961838 0.25      ],[0.26478671 0.25       0.24922288 0.2476486 ],[0.25601557 0.25       0.25       0.25      ],[0.24421974 0.245025   0.245025   0.245025  ],[0.2487825  0.27594195 0.25       0.25      ],[0.33470619 0.25537369 0.26309355 0.25      ],[0.28026737 0.25       0.25       0.25011163],[0.245025   0.245025   0.24308905 0.245025  ],[0.2475     0.24472169 0.25       0.25      ],[0.25131748 0.25       0.25       0.25      ],[0.248175   0.24599329 0.2475     0.25      ],[0.25 0.25 0.25 0.25],[0.2475 0.2475 0.2475 0.25  ],[0.2475     0.24765771 0.2475     0.25      ],[0.24920274 0.25       0.25       0.25      ],[0.2575 0.25   0.25   0.25  ],[0.25 0.25 0.25 0.25]
